table,columns
aws_redshift_snapshot,"{snapshot_identifier,cluster_identifier,snapshot_type,actual_incremental_backup_size_in_mega_bytes,availability_zone,master_password_secret_arn,master_password_secret_kms_key_id,backup_progress_in_mega_bytes,cluster_create_time,cluster_version,current_backup_rate_in_mega_bytes_per_second,db_name,elapsed_time_in_seconds,encrypted,encrypted_with_hsm,engine_full_version,enhanced_vpc_routing,estimated_seconds_to_completion,kms_key_id,maintenance_track_name,manual_snapshot_remaining_days,manual_snapshot_retention_period,master_username,node_type,number_of_nodes,owner_account,port,snapshot_create_time,snapshot_retention_start_time,source_region,status,total_backup_size_in_mega_bytes,vpc_id,accounts_with_restore_access,restorable_node_types,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wellarchitected_lens_review_improvement,"{lens_alias,lens_arn,workload_id,milestone_number,improvement_plan_url,pillar_id,question_id,question_title,risk,improvement_plans,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_timestreamwrite_database,"{database_name,arn,creation_time,last_updated_time,kms_key_id,table_count,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_auditmanager_evidence,"{id,arn,assessment_id,control_set_id,evidence_folder_id,assessment_report_selection,aws_account_id,aws_organization,compliance_check,data_source,event_name,event_source,evidence_aws_account_id,evidence_by_type,iam_id,time,attributes,resources_included,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iam_open_id_connect_provider,"{arn,client_id_list,create_date,thumbprint_list,url,tags_src,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_kinesis_video_stream,"{stream_name,stream_arn,status,version,kms_key_id,creation_time,data_retention_in_hours,device_name,media_type,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_placement_group,"{arn,group_id,group_name,partition_count,spread_level,state,strategy,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wellarchitected_check_summary,"{id,choice_id,description,lens_arn,name,pillar_id,provider,question_id,status,updated_at,workload_id,account_summary,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_flow_log,"{flow_log_id,creation_time,deliver_logs_error_message,deliver_logs_permission_arn,deliver_logs_status,flow_log_status,log_group_name,resource_id,traffic_type,log_destination_type,log_destination,bucket_name,log_format,max_aggregation_interval,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_cluster,"{db_cluster_identifier,arn,status,resource_id,create_time,activity_stream_kinesis_stream_name,activity_stream_kms_key_id,activity_stream_mode,activity_stream_status,allocated_storage,auto_minor_version_upgrade,backtrack_consumed_change_records,backtrack_window,backup_retention_period,capacity,character_set_name,clone_group_id,copy_tags_to_snapshot,cross_account_clone,database_name,db_cluster_parameter_group,db_subnet_group,deletion_protection,earliest_backtrack_time,earliest_restorable_time,endpoint,engine,engine_mode,engine_version,global_write_forwarding_requested,global_write_forwarding_status,hosted_zone_id,http_endpoint_enabled,iam_database_authentication_enabled,kms_key_id,latest_restorable_time,master_user_name,multi_az,percent_progress,port,preferred_backup_window,preferred_maintenance_window,reader_endpoint,storage_encrypted,performance_insights_enabled,publicly_accessible,automatic_restart_time,aws_backup_recovery_point_arn,performance_insights_kms_key_id,monitoring_interval,storage_throughput,performance_insights_retention_period,monitoring_role_arn,network_type,storage_type,db_cluster_instance_class,local_write_forwarding_status,io_optimized_next_allowed_modification_time,pending_modified_values,serverless_v2_scaling_configuration,scaling_configuration_info,master_user_secret,limitless_database,certificate_details,associated_roles,availability_zones,custom_endpoints,members,option_group_memberships,domain_memberships,enabled_cloudwatch_logs_exports,pending_maintenance_actions,read_replica_identifiers,vpc_security_groups,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_kms_key_rotation,"{key_id,key_arn,rotation_type,rotation_date,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_savingsplans_savings_plan,"{savings_plan_id,arn,offering_id,savings_plan_type,payment_option,state,currency,commitment,upfront_payment_amount,recurring_payment_amount,term_duration_in_seconds,start_time,end_time,returnable_until,description,ec2_instance_family,product_types,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_networkfirewall_rule_group,"{rule_group_name,arn,capacity,consumed_capacity,description,sns_topic,number_of_associations,rule_group_id,rule_group_status,analysis_results,encryption_configuration,rule_variables,rules_source,stateful_rule_options,type,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elasticache_serverless_cache,"{serverless_cache_name,arn,status,engine,full_engine_version,create_time,subnet_ids,security_group_ids,user_group_id,cache_usage_limits,daily_snapshot_time,snapshot_retention_limit,description,kms_key_id,endpoint,reader_endpoint,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_eks_fargate_profile,"{fargate_profile_name,cluster_name,fargate_profile_arn,created_at,pod_execution_role_arn,status,selectors,subnets,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_sns_subscription,"{subscription_arn,topic_arn,owner,protocol,endpoint,confirmation_was_authenticated,pending_confirmation,raw_message_delivery,delivery_policy,effective_delivery_policy,redrive_policy,filter_policy,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_dms_endpoint,"{endpoint_identifier,arn,certificate_arn,database_name,endpoint_type,engine_display_name,engine_name,external_id,external_table_definition,extra_connection_attributes,kms_key_id,server_name,service_access_role_arn,ssl_mode,status,username,port,dms_transfer_settings,doc_db_settings,timestream_settings,dynamo_db_settings,elasticsearch_settings,gcp_my_sql_settings,ibm_db2_settings,kafka_settings,kinesis_settings,microsoft_sql_server_settings,mongo_db_settings,my_sql_settings,neptune_settings,oracle_settings,postgre_sql_settings,redis_settings,redshift_settings,s3_settings,sybase_settings,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elasticache_subnet_group,"{cache_subnet_group_name,arn,cache_subnet_group_description,vpc_id,subnets,supported_network_types,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_inspector2_coverage_statistics,"{total_counts,counts_by_group,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_subnet_group,"{name,arn,description,status,vpc_id,subnets,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_dax_cluster,"{cluster_name,arn,description,active_nodes,iam_role_arn,cluster_endpoint_encryption_type,node_type,preferred_maintenance_window,status,subnet_group,total_nodes,cluster_discovery_endpoint,node_ids_to_remove,nodes,notification_configuration,parameter_group,sse_description,security_groups,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ecs_cluster_metric_cpu_utilization_hourly,"{cluster_name,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_instance_metric_connections,"{db_instance_identifier,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_instance_metric_connections_hourly,"{db_instance_identifier,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_redshift_cluster,"{cluster_identifier,arn,cluster_namespace_arn,allow_version_upgrade,automated_snapshot_retention_period,availability_zone,availability_zone_relocation_status,cluster_availability_status,cluster_create_time,cluster_nodes,cluster_parameter_groups,cluster_public_key,cluster_revision_number,cluster_security_groups,cluster_snapshot_copy_status,cluster_status,cluster_subnet_group_name,cluster_version,custom_domain_certificate_arn,total_storage_capacity_in_mega_bytes,custom_domain_name,default_iam_role_arn,master_password_secret_arn,master_password_secret_kms_key_id,custom_domain_certificate_expiry_date,aqua_configuration,reserved_node_exchange_status,data_transfer_progress,db_name,deferred_maintenance_windows,elastic_ip_status,elastic_resize_number_of_node_options,encrypted,endpoint,enhanced_vpc_routing,expected_next_snapshot_schedule_time,expected_next_snapshot_schedule_time_status,hsm_status,iam_roles,kms_key_id,maintenance_track_name,manual_snapshot_retention_period,master_username,modify_status,multi_az,next_maintenance_window_start_time,node_type,number_of_nodes,pending_actions,pending_modified_values,preferred_maintenance_window,publicly_accessible,resize_info,restore_status,snapshot_schedule_identifier,snapshot_schedule_state,vpc_id,vpc_security_groups,logging_status,scheduled_actions,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_glue_catalog_database,"{name,arn,catalog_id,create_time,description,location_uri,create_table_default_permissions,federated_database,parameters,target_database,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_servicequotas_service_quota,"{quota_name,quota_code,quota_arn,global_quota,service_name,service_code,adjustable,unit,quota_applied_at_level,value,error_reason,period,tags_src,usage_metric,quota_context,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_transit_gateway_route,"{transit_gateway_route_table_id,destination_cidr_block,prefix_list_id,state,type,transit_gateway_attachments,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ecs_cluster,"{cluster_arn,cluster_name,active_services_count,pending_tasks_count,registered_container_instances_count,running_tasks_count,status,attachments_status,service_connect_defaults_namespace,attachments,capacity_providers,default_capacity_provider_strategy,settings,statistics,execute_command_configuration,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_securityhub_standards_subscription,"{name,standards_arn,description,enabled_by_default,standards_status,standards_status_reason_code,standards_subscription_arn,standards_input,standards_managed_by,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_organizations_policy,"{name,id,arn,type,aws_managed,description,content,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_media_store_container,"{name,arn,status,access_logging_enabled,creation_time,endpoint,policy,policy_std,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_inspector2_member,"{member_account_id,delegated_admin_account_id,only_associated,relationship_status,updated_at,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elastic_beanstalk_environment,"{environment_name,environment_id,arn,description,date_created,abortable_operation_in_progress,application_name,cname,date_updated,endpoint_url,health,health_status,operations_role,platform_arn,solution_stack_name,status,template_name,version_label,configuration_settings,environment_links,managed_actions,resources,tier,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudwatch_metric,"{metric_name,namespace,dimensions_filter,dimensions,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_quicksight_data_set,"{name,dataset_id,quicksight_account_id,arn,created_time,last_updated_time,import_mode,row_level_permission_data_set,column_groups,column_level_permission_rules,data_set_usage_configuration,logical_table_map,output_columns,physical_table_map,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_backup_framework,"{framework_name,arn,framework_description,deployment_status,idempotency_token,creation_time,number_of_controls,framework_status,framework_controls,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_glue_catalog_table,"{name,catalog_id,create_time,description,version_id,created_by,database_name,is_registered_with_lake_formation,last_access_time,last_analyzed_time,owner,retention,table_type,update_time,view_expanded_text,view_original_text,parameters,partition_keys,federated_table,storage_descriptor,target_table,lf_tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_fms_app_list,"{list_name,list_id,arn,create_time,last_update_time,list_update_token,previous_apps_list,apps_list,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_health_affected_entity,"{arn,entity_url,entity_value,event_arn,last_updated_time,status_code,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_instance_metric_read_iops_daily,"{db_instance_identifier,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_emr_security_configuration,"{name,creation_date_time,encryption_configuration,instance_metadata_service_configuration,security_configuration,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudwatch_log_delivery,"{id,arn,delivery_source_name,delivery_destination_arn,delivery_destination_type,title,tags,akas,sp_connection_name,sp_ctx,_ctx}"
aws_api_gateway_stage,"{name,arn,rest_api_id,deployment_id,created_date,cache_cluster_enabled,tracing_enabled,access_log_settings,cache_cluster_size,cache_cluster_status,client_certificate_id,description,documentation_version,last_updated_date,canary_settings,method_settings,variables,web_acl_arn,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_sagemaker_training_job,"{name,arn,training_job_status,auto_ml_job_arn,billable_time_in_seconds,creation_time,enable_managed_spot_training,enable_network_isolation,enable_inter_container_traffic_encryption,failure_reason,labeling_job_arn,last_modified_time,profiling_status,role_arn,secondary_status,training_end_time,training_start_time,training_time_in_seconds,tuning_job_arn,enable_infra_check,enable_remote_debug,maximum_retry_attempts,warm_pool_status,algorithm_specification,checkpoint_config,debug_hook_config,debug_rule_configurations,debug_rule_evaluation_statuses,environment,experiment_config,final_metric_data_list,hyper_parameters,input_data_config,model_artifacts,output_data_config,profiler_config,profiler_rule_configurations,profiler_rule_evaluation_statuses,resource_config,secondary_status_transitions,stopping_condition,tensor_board_output_config,vpc_config,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_api_gatewayv2_integration,"{integration_id,api_id,arn,description,integration_method,integration_type,integration_uri,api_gateway_managed,connection_id,connection_type,content_handling_strategy,credentials_arn,integration_response_selection_expression,integration_subtype,passthrough_behavior,payload_format_version,template_selection_expression,timeout_in_millis,request_parameters,request_templates,response_parameters,tls_config,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_pending_maintenance_action,"{resource_identifier,action,opt_in_status,auto_applied_after_date,current_apply_date,description,forced_apply_date,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_managed_prefix_list_entry,"{prefix_list_id,cidr,description,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_backup_recovery_point,"{backup_vault_name,composite_member_identifier,parent_recovery_point_arn,resource_name,recovery_point_arn,resource_type,status,backup_size_in_bytes,backup_vault_arn,creation_date,completion_date,encryption_key_arn,iam_role_arn,is_encrypted,is_parent,last_restore_time,resource_arn,source_backup_vault_arn,status_message,storage_class,calculated_lifecycle,created_by,lifecycle,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_dax_parameter,"{parameter_name,parameter_group_name,parameter_value,description,allowed_values,change_type,data_type,is_modifiable,parameter_type,source,node_type_specific_values,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ses_template,"{name,subject_part,text_part,html_part,created_timestamp,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_codecommit_repository,"{repository_name,repository_id,arn,description,kms_key_id,creation_date,clone_url_http,clone_url_ssh,default_branch,last_modified_date,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_app_runner_service,"{service_name,service_id,arn,created_at,service_url,updated_at,deleted_at,kms_key,policy_type,auto_scaling_configuration_summary,instance_configuration,network_configuration,source_configuration,health_check_configuration,observability_configuration,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_dynamodb_table,"{name,arn,table_id,creation_date_time,table_class,table_status,billing_mode,item_count,global_table_version,read_capacity,write_capacity,latest_stream_arn,latest_stream_label,table_size_bytes,archival_summary,attribute_definitions,key_schema,sse_description,replicas,restore_summary,stream_specification,deletion_protection_enabled,continuous_backups_status,streaming_destination,point_in_time_recovery_description,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iam_group,"{name,group_id,path,arn,create_date,inline_policies,inline_policies_std,attached_policy_arns,users,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_shield_attack_statistic,"{start_time,end_time,unit,max,attack_count,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudcontrol_resource,"{type_name,identifier,resource_model,properties,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_workspaces_workspace,"{workspace_id,name,arn,bundle_id,directory_id,state,error_code,error_message,ip_address,root_volume_encryption_enabled,subnet_id,user_name,user_volume_encryption_enabled,volume_encryption_key,modification_states,workspace_properties,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_dms_certificate,"{certificate_identifier,arn,certificate_creation_date,certificate_owner,certificate_pem,certificate_wallet,key_length,signing_algorithm,valid_from_date,valid_to_date,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudformation_stack,"{id,name,status,stack_status_reason,change_set_id,detailed_status,creation_time,deletion_time,retain_except_on_create,disable_rollback,enable_termination_protection,last_updated_time,parent_id,role_arn,root_id,description,timeout_in_minutes,notification_arns,outputs,rollback_configuration,capabilities,stack_drift_status,parameters,template_body,template_body_json,resources,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_docdb_cluster_instance,"{db_instance_identifier,db_instance_arn,db_cluster_identifier,db_instance_status,db_instance_class,dbi_resource_id,availability_zone,backup_retention_period,ca_certificate_identifier,copy_tags_to_snapshot,db_subnet_group_arn,db_subnet_group_description,db_subnet_group_name,db_subnet_group_status,endpoint_address,endpoint_hosted_zone_id,endpoint_port,engine,engine_version,instance_create_time,kms_key_id,latest_restorable_time,preferred_backup_window,preferred_maintenance_window,promotion_tier,publicly_accessible,storage_encrypted,vpc_id,enabled_cloudwatch_logs_exports,pending_modified_values,status_infos,subnets,vpc_security_groups,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iam_account_password_policy,"{allow_users_to_change_password,expire_passwords,hard_expiry,max_password_age,minimum_password_length,password_reuse_prevention,require_lowercase_characters,require_numbers,require_symbols,require_uppercase_characters,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_organizations_root,"{name,id,arn,policy_types,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elasticache_redis_metric_get_type_cmds_hourly,"{cache_cluster_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_sagemaker_endpoint_configuration,"{name,arn,creation_time,kms_key_id,execution_role_arn,enable_network_isolation,data_capture_config,production_variants,async_inference_config,clarify_explainer_config,shadow_production_variants,vpc_config,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_load_balancer_listener,"{arn,load_balancer_arn,port,protocol,ssl_policy,alpn_policy,certificates,default_actions,mutual_authentication,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ebs_volume_metric_write_ops_daily,"{volume_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_codedeploy_deployment_group,"{arn,application_name,deployment_config_name,deployment_group_id,termination_hook_enabled,deployment_group_name,service_role_arn,alarm_configuration,auto_rollback_configuration,auto_scaling_groups,blue_green_deployment_configuration,compute_platform,deployment_style,ec2_tag_filters,ec2_tag_set,ecs_services,last_attempted_deployment,last_successful_deployment,load_balancer_info,on_premises_instance_tag_filters,on_premises_tag_set,outdated_instances_strategy,tags_src,target_revision,trigger_configurations,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iot_thing_type,"{thing_type_name,arn,thing_type_id,thing_type_description,creation_date,deprecated,deprecation_date,searchable_attributes,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_network_load_balancer_metric_net_flow_count_daily,"{name,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iam_user,"{name,user_id,path,arn,create_date,password_last_used,permissions_boundary_arn,permissions_boundary_type,mfa_enabled,login_profile,mfa_devices,groups,inline_policies,inline_policies_std,attached_policy_arns,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_quicksight_namespace,"{name,arn,quicksight_account_id,capacity_region,creation_status,identity_store,namespace_error,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_glue_ml_transform,"{transform_id,name,description,status,created_on,last_modified_on,glue_version,label_count,max_capacity,max_retries,number_of_workers,worker_type,transform_type,timeout,role,input_record_tables,parameters,schema,evaluation_metrics,transform_encryption,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_waf_rule,"{name,rule_id,metric_name,predicates,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_codebuild_source_credential,"{arn,auth_type,server_type,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_lambda_event_source_mapping,"{uuid,arn,function_arn,function_name,batch_size,bisect_batch_on_function_error,last_modified,last_processing_result,maximum_batching_window_in_seconds,maximum_record_age_in_seconds,maximum_retry_attempts,parallelization_factor,state,state_transition_reason,starting_position,starting_position_timestamp,tumbling_window_in_seconds,function_response_types,source_access_configurations,destination_config,filter_criteria,amazon_managed_kafka_event_source_config,queues,scaling_config,self_managed_event_source,self_managed_kafka_event_source_config,topics,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ecr_image_scan_finding,"{repository_name,image_tag,image_digest,name,severity,attributes,description,uri,image_scan_status,image_scan_status_description,image_scan_completed_at,vulnerability_source_updated_at,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_route53_zone,"{name,id,caller_reference,comment,private_zone,linked_service_principal,linked_service_description,resource_record_set_count,query_logging_configs,dnssec_key_signing_keys,dnssec_status,tags_src,vpcs,title,tags,akas,resource_record_set_limit,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_kms_alias,"{alias_name,arn,target_key_id,creation_date,last_updated_date,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_guardduty_finding,"{name,id,arn,detector_id,severity,created_at,confidence,description,schema_version,type,updated_at,resource,service,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudwatch_log_metric_filter,"{name,log_group_name,creation_time,filter_pattern,metric_transformation_name,metric_transformation_namespace,metric_transformation_value,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_emr_studio,"{name,studio_id,arn,auth_mode,default_s3_location,description,engine_security_group_id,idp_auth_url,idp_relay_state_parameter_name,service_role,subnet_ids,url,user_role,vpc_id,workspace_security_group_id,creation_time,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_instance_metric_connections_daily,"{db_instance_identifier,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_accessanalyzer_analyzer,"{name,arn,status,type,created_at,last_resource_analyzed,last_resource_analyzed_at,status_reason,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_config_rule,"{name,rule_id,arn,rule_state,created_by,description,maximum_execution_frequency,compliance_by_config_rule,evaluation_modes,input_parameters,scope,source,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_inspector2_organization_configuration,"{ec2_auto_enable,ecr_auto_enable,lambda_auto_enable,lambda_code_auto_enable,max_account_limit_reached,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_serverlessapplicationrepository_application,"{name,arn,author,creation_time,description,home_page_url,is_verified_author,license_url,readme_url,spdx_license_id,verified_author_url,labels,statements,version,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_pipes_pipe,"{name,arn,creation_time,current_state,description,desired_state,enrichment,last_modified_time,role_arn,source,source_prefix,state_reason,target,target_prefix,enrichment_parameters,log_configuration,source_parameters,target_parameters,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_backup_plan,"{name,arn,backup_plan_id,creation_date,deletion_date,last_execution_date,creator_request_id,version_id,backup_plan,advanced_backup_settings,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iam_credential_report,"{user_name,user_arn,user_creation_time,generated_time,access_key_1_active,access_key_1_last_rotated,access_key_1_last_used_date,access_key_1_last_used_region,access_key_1_last_used_service,access_key_2_active,access_key_2_last_rotated,access_key_2_last_used_date,access_key_2_last_used_region,access_key_2_last_used_service,cert_1_active,cert_1_last_rotated,cert_2_active,cert_2_last_rotated,mfa_active,password_enabled,password_last_changed,password_last_used,password_status,password_next_rotation,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_backup_protected_resource,"{resource_name,resource_arn,last_backup_vault_arn,last_recovery_point_arn,resource_type,last_backup_time,latest_restore_execution_time_minutes,latest_restore_job_creation_date,latest_restore_recovery_point_creation_date,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_guardduty_filter,"{name,detector_id,action,description,rank,finding_criteria,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudfront_origin_access_identity,"{id,arn,s3_canonical_user_id,caller_reference,comment,etag,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_recommendation,"{recommendation_id,resource_arn,category,status,created_time,updated_time,description,detection,impact,reason,recommendation,severity,source,type_detection,type_id,type_recommendation,additional_info,issue_details,links,recommended_actions,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_memorydb_cluster,"{name,arn,status,description,tls_enabled,acl_name,auto_minor_version_upgrade,availability_mode,data_tiering,engine_patch_version,engine_version,kms_key_id,maintenance_window,node_type,number_of_shards,parameter_group_name,parameter_group_status,snapshot_retention_limit,snapshot_window,sns_topic_arn,sns_topic_status,subnet_group_name,pending_updates,cluster_endpoint,security_groups,shards,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_emr_cluster,"{name,id,cluster_arn,state,status,auto_scaling_role,auto_terminate,custom_ami_id,ebs_root_volume_size,instance_collection_type,log_encryption_kms_key_id,log_uri,outpost_arn,master_public_dns_name,normalized_instance_hours,release_label,repo_upgrade_on_boot,requested_ami_version,running_ami_version,scale_down_behavior,security_configuration,service_role,step_concurrency_level,termination_protected,unhealthy_node_replacement,ebs_root_volume_iops,ebs_root_volume_throughput,os_release_label,visible_to_all_users,applications,configurations,ec2_instance_attributes,placement_groups,kerberos_attributes,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_pricing_service_attribute,"{service_code,attribute_name,attribute_values,partition,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_macie2_finding,"{id,type,severity,status,created_at,updated_at,description,category,count,resources_affected,sample,classification_details,policy_details,remediation,archived,source_account_id,source_partition,source_region,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_codeartifact_repository,"{name,arn,domain_name,administrator_account,description,domain_owner,external_connections,policy,policy_std,repository_endpoint,upstreams,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudwatch_log_subscription_filter,"{name,log_group_name,creation_time,destination_arn,distribution,filter_pattern,role_arn,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_organizations_policy_target,"{name,id,target_id,arn,type,aws_managed,description,content,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
